reviewer,rate,review,movie_title
스탕달,1.5,배우들은 나름대로 잘한것 같은데문제는 제작진!각본과 연출이 어색하고 허술하면서 장황하다.제목이 이따위인 것도 마지막 반전 만큼이나 촌스럽고 억지스럽다.,크리스마스 캐럴
괴무리,0.5,뭐 하나 건질게 없는 영화,크리스마스 캐럴
차칸수니리,4.5,관객을 불편하게 만들고 계속 생각하게 만들면 좋은 영화다. 그래서 '크리스마스 캐럴' 은 좋은 영화다. 주연 조연의 연기에서 구멍을 찾기 힘들다.,크리스마스 캐럴
조항빈,2.5,"'크리스마스 캐럴'은 쌍둥이 동생의 복수를 위해 소년원에 들어가서 범인을 죽이려는 자에 대한 영화다. 유치하고 시시한 복수극인 와중에도 배우들의 연기는 썩 나쁘지 않았다.아무래도 아이돌인 주연배우 진영으로 이목을 좀 이끈 영화인 듯하지만, 적어도 주연배우로서 진영의 연기는 좋았으며, 특히 1인2역으로서 맡은 임무는 완벽히 수행한 것 같다. 김영민, 허동원 등의 조연들도 각자 강렬한 모습들을 보여줬으며, 또 작은 역할들 중에서는 황인성 배우의 오버스러운 빌런 연기도 개인적으로 많이 인상적이었다. 연출적으로도 매치컷을 자주 사용하며 과거와 현재의 전환을 자연스럽게 하려고 노력하고, 1인칭 구도의 클로즈업을 통해 인물들의 감정을 좀 더 생생하게 전달하려고 한 시도도 꽤 괜찮았다고 생각한다. 하지만, 너무나도 뻔하고 시시한 복수극 이야기를 쓸데없이 긴 러닝타임으로 길게 쭉쭉 늘린 점은 패착이었다. 기본적으로 각본이 특별한 주제의식이 있는 것도 아니고, 영화가 그렇다고 액션이나 서스펜스로 그 허술한 스토리 위에다가 장르적 재미라도 쌓아올린 것도 아닌 이 영화는 그냥 지독하게 폭력적인 내용물로 죽여버리고 싶은 악당들을 설정하고 그 악당들에 맞서 싸우는 주인공을 따라가며 권선징악 카타르시스 하나만으로 승부를 보려고 한다.",크리스마스 캐럴
Jun Seok Kim,4.0,진영 연기 잘 한다,크리스마스 캐럴
밍밍,3.5,"월우가 남긴 크리스마스이브 롯데리아에서 만나자는 포스트잇, 자립에 성공한 발달장애인의 기사, 차마 말하지 못한 비밀들, 쌓여가는 라면박스, 고독한 냄새가 나는 할머니 옆자리, 한번쯤은 내보고 싶었던 공과금, 유통기한이 지난 삼각김밥과 우유, 아프지 않다고 말하는 입과 사랑하는 것들을 담은 눈, 다시 돌아가야만 했던 편의점. 그 모든게 일우를 위한 것들이어서 되새길수록 가슴이 찢어질거같아...일우와 월우를 전혀 다른 인물처럼 연기한 박진영 배우에게 내년 모든 신인상이 쏟아지리라 짐작한다!",크리스마스 캐럴
이상효,2.0,"4.9/지치도록 몰아붙이고, 질리도록 장황하게 질질 끄는, 본질과 사족을 구분하지 못한 채로 싸그리 다 때려박아넣은 듯한 이야기. 사족들을 모으고 모아서 어찌어찌 의도한 그림들을 담아내긴 하지만, 받아들이는 입장에선 이미 지칠 대로 지쳤기에 뭐가 뭔지 분간이 불가한 지경에 이름./이야기가 마냥 장황하기만 하고 정리는 거의 안 돼있음. 원작이 따로 있음에도 이야기가 이렇게 개연성 없이 점프 뛰며 장황하게 전개된다는 건 선택과 집중, 이야기의 축약에 실패한 탓일 것임. 누가 누구를 괴롭혔고, 누가 누구와 대립하고 있는지, 대강의 이해관계 정도는 얼추 파악이 되지만, 그들이 그러한 행동을 왜 하는 것이며, 그런 대사를 왜 뱉어내고 있는지 설명이 제대로 되지 않은 채 자기들끼리만 심각한 경우가 태반임. 중간중간 월우와 일우, 월우와 손환 사이에 있었던 일들을 회상으로 보여주며 힌트를 남기려 하지만, 만드는 사람한테나 힌트지, 보고있는 입장에선 다른 장면들과 별반 차이를 보이지 않는 그냥 흘러가는 여러 장면들 중 일부에 불과할 뿐임. 별로 도움이 되질 않는 무용지물 힌트들. 심지어 만드는 입장에선 되게 의미있다고 여겼는지 몇몇 장면들을 수시로 반복까지 일삼고 있어서 영화는 더더욱 장황해짐. 마지막에 사실 상담교사 순우가 월우에게 몹쓸 짓을 해왔고, 물탱크에 월우를 빠뜨린 것도 순우였음이 밝혀지지만 예상을 하지 못한 흐름이었음에도 크게 감흥이 없었음. 앞에서 너무 질질 끌어대는 통에 진작부터 지쳐있었고, 진실이고 뭐고 간에 그냥 적당히 마무리 지어줬으면 하는 마음이 간절했기 때문임./시작하자마자 짐승처럼 강렬하게 몰아붙이고 있으니 일단은 집중하게 됨. 허나 이후로도 좀처럼 사그라들지를 않고 내내 밀어붙이기만 하니 일찌감치 지칠 수밖에 없었음. 기본적으론 폭력으로 밀어붙이고, 폭력이 비집고 들어가기 애매한 상황에선 온갖 작위적인 불행과 악행들이 그 자리를 대신함. 보는 내내 상당히 과하다 느꼈는데, 표현 자체의 수위나 퀄리티, 혹은 그 의도가 강렬해서라기보단 별다른 감흥이 없는 껍데기 뿐인 표현들이 너무 쉴 틈 없이 이어졌기 때문이었음./막판 목욕탕에서의 싸움은 황당했음. 액션의 퀄리티가 떨어지는 것도 문제지만, 그보다도 흐름 자체가 생각보다 너무 허술해서 당황스러웠음. 주인공이 겁나 비장하게 판을 짜길래 무슨 대단한 계획이라도 있는 줄 알았는데 그냥 어른들 눈 피해서 문자훈과 조광천에게 싸움을 거는 게 고작이었음. 별다른 대비도 없이 불쑥 들어와서는 다들 나가라고 하니 주동자 4명만 남고 알아서 순순히 나가주는 모습도 어이가 없었고, 무기 하나 없이 무모하게 덤벼드는 주인공의 모습도 헛웃음이 나왔음. 어찌어찌 문자훈만 남기고 다 제압하긴 하지만 당연하게도 그 과정이 설득력있게 진행되지도 않음. 그냥 투닥투닥 하다보니 주인공 버프로 어느샌가 다들 쓰러져 있을 뿐이었음. 그러다 상담교사 조순우가 불쑥 개입해서 주인공을 제외한 모두의 뚝배기를 까버리는데, 원작의 흐름이 어떠했든 간에 예상치 못한 반전이라기보단 한껏 벌려놓은 상황을 부랴부랴 수습하기 위한 궁여지책으로 보였음./주인공 일우 역의 진영이 보여준 시종일관 악에 받혀있는 연기는 축축 늘어지고 지치게 만드는 극 속에서도 꽤나 기억에 남았음. 또한 1인 2역으로서 발달장애가 있는 월우를 연기할 때도 생각보다 자연스러웠음. 전반작으로 연기가 능숙하고 몰입과 표현력이 좋은 편이길래 당연히 전업 배우일 줄 알았는데 찾아보니 아이돌 그룹 갓세븐의 멤버였음. 아이돌 하는 모습을 본 적은 없지만, 배우 쪽으로 아예 노선을 틀어도 충분히 좋은 모습들을 보여줄 수 있겠다 싶었음./마지막 일우가 면회를 갔을 때 굉장히 비뚫어진 사고방식으로 본인의 죄책감을 덜어내는 조순우의 뻔뻔한 모습은 인상적이었음. 게슴츠레한 눈빛과 함께 진심으로 죄책감을 덜어낼 수 있어서 후련하다는 듯한 표정을 지어보이는 김영민 배우의 연기가 소름돋을 정도로 인상깊었음./허동원 배우는 주로 <범죄도시> 같은 영화에서 비교적 단순하고 우직한 역할 위주로만 봐왔는데, 이번 영화에서 꽤 색다른 이미지를 보여줬음. 단순무식하게 폭력을 휘두르는 모습 이전에 굉장히 차분하고 싸이코스러운 차가운 이미지를 선보이는데, 이게 또 은근 잘 어울렸음. <악인전>에서도 과묵하고 잔인한 싸이코 성향의 캐릭터를 연기했었는데, 그 때와 비슷한 느낌이었음.",크리스마스 캐럴
민트초코❤️,2.5,불쾌하게 느껴질만한 장면들이 파티마냥 나오는 부분은 정말 아쉬웠습니다. 유바비 역을 맡은 박진영 배우의 1인 2역 연기는 생각보다 훨씬 좋았었고 정말 힘들었을 거라고 느껴졌습니다. 후반부에 나오는 목욕탕 액션 장면은 네... 많이 고생하셨습니다.. 반전도 그렇게 놀랍지 않았고 정말 아쉬웠네요..,크리스마스 캐럴
johnpaulmacqueen,2.0,다 준비가 되어있는데 감독만 길을 못찾고 두시간이 넘는 미로에서 헤맨다. 배우들은 뭐든 할 준비가 되어있더만…제발 불편한걸 소재로 삼고 이야기를 할거면 무섭다고 빙빙 돌리지마. 뭘 잡아야 요리를 하지.,크리스마스 캐럴
이상현,3.0,"배신감, 동정심, 씁쓸함.",크리스마스 캐럴
김한별,5.0,"충분히 불편하면서 불편하지 않은 섬세한 시선, 마음에 남는 캐릭터들, 모든 배우들의 연기가 좋았다. 몰입감 있는 서사에 사운드도 은근 기억에 남는 영화",크리스마스 캐럴
TK Lee,1.5,"누군가는 작품을 위해노력은 높게 평할 수 있겠지만,나에겐 개인적으로 상당히소재자체가 불편한 영화1인 2역을 해가며 컨셉라인이 꼭 저래야 하나 싶다.억지 설정 속에 열현하느라 고생했다.",크리스마스 캐럴
Eomky,1.0,쓸데없이 인위적이고 자극적인 맛.,크리스마스 캐럴
검은안개꽃,1.5,남자만 나오는 에로영화,크리스마스 캐럴
전동민,3.0,행복하고 기쁘고 즐거운 캐롤이 아닌 씁쓸하고 슬프고 고통스런 일우의 슬픈 사연이 담겨있고 그가 보내는 이 행복한 크리스마스가 사랑하는 동생을 잃은 울고 속상하고 분노속의 담겨진 슬픔을 가지면서 크리스마스를 보내고 있는 이 일우가 크리스마스에 죽은 그 동생에게 불러주는 슬픔의 크리스마스캐럴이 아닐까라는 생각때문에 참 이 영화가 어둡고 분노케 하지만 이 영화를 다보고나면 굉장히 슬픈 영화라고 느껴지는 영화라고 생각한다.또 한가지 드는 생각은 이 영화가 끝이나면 이젠 이 일우가 회복이 되길 바라는 마음으로 바라봐야 하는 씁쓸함이 묻어나는 영화라고 생각한다.,크리스마스 캐럴
싱요미,1.0,불행 포르노,크리스마스 캐럴
별빠,3.0,"인상적인 ‘진영’의 1인2역 연기, 목소리•이미지는 제2의 ‘박해일’, 비정상적인 사회가 키운 「돼지의 왕」, 폭력의 상처로 얼룩져 멈춰버린 성장, 어린 나이에 세상 더러운 맛 다본, 「똥파리」의 「복수는 나의 것」, 어느새 연말 시즌이지만, 성탄 캐롤은 더 이상 들리지 않는다.",크리스마스 캐럴
낡은호출기,3.0,악몽이 성탄절에 깨어나도 변하는건 절대없는현실,크리스마스 캐럴
함성규,1.0,"<야수> 감독님 작품이라 꽤 기대를 안고 관람했다.청불영화라 잔인할 거라는 예상은 하고 봤는데 완성도 측면에서도 영화 배경, 인물 간의 감정 서사가 불친절한 것도, 가뜩이나 빡빡이들 데리고 자기들끼리만 진지하고 관람객들 따돌리는 것도 문제지만 많은 분들이 지적하던 문젠데 대사가 안 들리니 한국 영화도 이제 넷플릭스처럼 자막 서비스 제공해야 하지 않나라는 생각이 든다.전체적인 영화의 틀은 이해를 하겠고... 모든 배우들도 열연했고 배우 ""진영""의 연기 변신도 괜찮았다.하지만 영화의 다양성은 존중되어야 하고 이런 창작의 의도가 전혀 이해가 되지 않는 작품도 가끔씩은 봐줘야 하는 재미가 있겠지만..작품의 완성도를 떠나서 내용적인 면에서 이런 가학적이고 불쾌한 작품은 꽤 오랜만에 본 것 같다. 내 뒤에 모르는 남자분 한 명 있었는데 영화 끝났을 땐 사라져있었고 나 역시 내가 희생했으니... 무릎이라도 꿇을 테니 제발 많은 사람들이 보지 말기를 바라는 작품은 정말 오랜만이다. 이런게 SNS의 순기능 아닌가?",크리스마스 캐럴
공태건,3.0,그 누구도 죄악 상태의 살덩어리를 벗어나지 못하고 끊임없이 방황한다.,크리스마스 캐럴
YCLeo,1.5,이게… 뭐 때문에 만든 영화지?,크리스마스 캐럴
Mina Kim,2.0,배우들 고생 많았어요. 여기까지.,크리스마스 캐럴
라우,3.5,일우야크리스마스 이브야5시 롯데리아에서 만나-월우-,크리스마스 캐럴
우진박,0.5,폭력은 폭력을 낳는다는 메세지를 너무나도 지독하게 직선적으로 전달한다.,크리스마스 캐럴
Mr Robot,1.0,아무리 영화를 ㅈ같이 만들어도 N플릭스는 흥행을 시킨단다,크리스마스 캐럴
김세희,1.0,상상이상으로 개**네..처음부터 마음에 안들었어,크리스마스 캐럴
doilyberry,2.0,크리스마스 괴랄,크리스마스 캐럴
No.1 Jun K,2.0,"원작소설이 있다는데 각본이 너무 허술라고 러닝타임도 쓸데없이 길다.사족에 사족을 더한 느낌, 그나마 배우들이 살린 영화",크리스마스 캐럴
이은하,5.0,일단 크리스마스캐럴 원작의 방대한 내용을 2시간의 짧은 강렬한 영상으로 담은 김성수감독의 연출이 좋았다. 연기자들의 연기도 정말 훌륭했는데 단연 1인2역의 박진영배우의 연기가 단연 강렬하고 빛났다. 처음부터 끝까지 박진영배우의 감정선을 쫒아가다보니  긴 영화가 하나도 지루함없이  몰입도가 엄청났다. 영화내내 수많은 폭력신과 욕설이 난무했지만 저렇게 음지에서 처절하게 살아가는 소외되고 외로운 약자들이  있을거라는 생각에 오히려  연민과 아픔이 느껴졌다.  일우와 월우의 고통어린 모습이 잔상에 남는다.  이번 크리스마스는 소외된 자들을 더욱 돌아보고싶다는 생각이 들게만든 영화다.,크리스마스 캐럴
나야나,5.0,진영 연기가 진짜 대단했다. 영화 전체를 숨죽이면서 보도록 이끌어가는 몰입력이 최고다. 일우랑 월우를 보며 사각지대에 놓인 아이들에 대해 다시 한 번 생각해볼수 있던 영화다. 보는내내 마음이 좋지 않고 불편했지만 그게 이 영화가 우리에게 전하는 메세지가 아닐까싶다. 다시 보고싶은 연기. 진영배우님 촬영하느라 수고하셨습니다..,크리스마스 캐럴
QueenBee,3.0,어른다운 어른이 필요한 사회.그 피해는 오롯이 아이들이게 간다.,크리스마스 캐럴
마늘빵,3.5,"폭력, 또 다른 폭력, 가해자, 피해자, 사적 복수, 도움을 주는 자, 동조자, 방관자 모든 것이 섞여 있다. 여러 모로 우리 삶에 대입해 생각해 볼 거리가 많다. 나는 이중 누구인가?",크리스마스 캐럴
서원철,1.5,혼란하다. 혼란해,크리스마스 캐럴
두시간은너무길어,0.5,물탱크에 시체 말고 그냥 이 영화를 넣었어야 했다,크리스마스 캐럴
멋쟁이,1.0,🚬,크리스마스 캐럴
수빈,1.0,기분나쁜 찝찝함,크리스마스 캐럴
sponeKBG,1.0,술먹을때 비는 사운드 채우기에만 적당한 영화,크리스마스 캐럴
HeejungPark,2.5,기분나쁘다고는 봤지만 이정도일줄은...  중간에 안보기가 좀 그래서 봤는데 괜히봣어...ㅜㅜ,크리스마스 캐럴
오늘의 영화,0.5,그래서 뭘 말하고 싶은건데...?,크리스마스 캐럴
한림,2.5,존윅보다 강한 일우의 복수심,크리스마스 캐럴
K-민철,1.5,여러모로 찝찝하다,크리스마스 캐럴
쿵푸팬더~.*,3.5,불편한 느낌으로 계속 보게 되다. 이것이 이 영화가 의도한 바가 아니었을까?,크리스마스 캐럴
최예원,2.0,세상에 믿을 놈 하나 없다.Ps. 박진영씨 연기 왜이렇게 잘함? 연출이 배우 연기 디 잡아먹음ㅠ,크리스마스 캐럴
하얀얼룩말,3.5,역시 김성수식  피 칠갑 필름.갇힌 공간내 두려움을 이끟어 낸다.,크리스마스 캐럴
정수땡,2.0,2022.4.9. 넷플릭스유쾌한 영화 하나 더 보고 자야지.,크리스마스 캐럴
Gaia,0.5,영화 전체에 흐르는 불쾌감. 만들어놓은 짜임새가 불쾌해서 그 안에 어떤 메시지도 보고 싶지 않다. 사건의 진실에 다가가는 과정 조차도 허술. 더러운 기분만 남는다.소설 원작이 있다니 영화는 언제나 소설을 따라갈 수 없나보다. (원작을 읽지도 않았는데.),크리스마스 캐럴
최현수,1.5,"동명의 소설을 원작으로 하고 있는 영화로, 동생의 죽음에 대해 파헤치며 그 안에서 추악한 진실을 마주하는 영화였는데요. 청소년 관람불가 등급답게 꽤나 폭력적이고, 가학적이고, 선정적이기까지 했습니다.1인 2역 연기를 보여준 박진영 배우, 영화의 가장 큰 반전이었던 김영민 배우, 미친개 그 자체였던 허동원 배우 등 출연진들의 연기는 훌륭했습니다.크리스마스 캐럴이라는 제목만 들었을 땐 희망적이고 밝은 분위기의 영화 같았지만, 이와는 상반되는장애인, 노인, 임대 아파트, 동성애, 성폭행 등 사회 이슈가 되는 것들이 그려졌습니다.​러닝타임이 꽤나 길었는데, 불필요한 장면들이 많았다는 생각이 들고, 액션도 비중 있게 다루지 않았어도 됐을 거 같다고 느껴졌는데요. 전반적으로 연출에 아쉬움이 컸습니다.​소설을 접하지 않아서 결말에 대해 전혀 몰랐는데, 중간중간 꺼림직한 부분들이 현실이 되어 복선이 해소되고 사건의 실체가 공개됐을 땐 충격에 빠질 수밖에 없었습니다.영화를 통해 보여주고자 하는 메시지는 뚜렷했지만 표현되는 과정들이 상상으로 끝나는 소설과는 달리 영화에서는 시각적으로 표현하여 노골적으로 드러나니 불편함이 있었습니다.​",크리스마스 캐럴
공태윤,2.5,어디서 본듯하지만 신인배우들이 연기로 빛내준다,크리스마스 캐럴
영화는 오로지 영화로만,2.0,게이 컨셉은 좀 버렸으면....,크리스마스 캐럴
panicmaker,2.0,스스로 구원하라고 말하는 감독을 배우들이 구원해냄,크리스마스 캐럴
로건,1.5,그들의 불행에 공감하기엔 연출도 서사도 너무나 부족하다.,크리스마스 캐럴
레밍29,2.0,예상보다 더 다크하다.후반부에 고구마 먹었는데 최종 범인이 밝혀지는 장면에서 또 고구마를 먹인다.결말에서 희망을 느끼지 못했다.김성수 감독 답게 연출의 몰입도는 매우 높다.,크리스마스 캐럴
PJM,3.0,자극의 연속이라 그런지 볼만했다!,크리스마스 캐럴
홍마초,3.0,항문을 왜이렇게 좋아해,크리스마스 캐럴
베짱이,3.0,살짝 뻔했다,크리스마스 캐럴
하이이익,2.5,진영 연기 잘헌다,크리스마스 캐럴
리을,2.5,아무리 영화가 종합예술이라지만 역시 가장 중요한 건 감독/연출이라는 걸 뼈저리게 느끼게 해주는.. 외의 모든 것은 지나치게 훌륭하다. 아무런 긴장감 없이 진실을 공개하는 것도 재주..복수의 근원은 언제나 죄책감월우가 너무 아프고악의 사슬하지만 이 영화는 월우로 기억될 거야,크리스마스 캐럴
반성문을영어로하면글로벌,1.5,대가리 깨며 깡! 소리 나는건 코미디 아니냐근데 결과적으로 멋이 없어,크리스마스 캐럴
지수,2.5,진영의 재발견. 호소력 짙은 눈빛이 좋았다.,크리스마스 캐럴
고분자연구실,2.5,전체적으로 모든게 다 아쉽다,크리스마스 캐럴
감자탕와뼈해장국,2.0,"2023. 04. 23한 없이 진부한 복수 영화라 생각 했지만, 그 보다 더 더러운 반전과 내용에 뭐라 말을 하기도 애매하다.더러운 분위기와 감정을 질질 끌어가니 더 불쾌할 뿐이다. 이게 감독의 의도라면 훌륭하나 그게 아니라면 주제 표현 방법이 크게 잘못됐다.후반부 월우의 고통을 알아채지 못한 일우를 표현한 것은 어긋난 죄책감만 낳을 것이다.스포일러가 있어요!! 보기",크리스마스 캐럴
송지성,2.5,글쎄요!!김성수 감독 감 죽었네요!!,크리스마스 캐럴
무비애니,3.0,나이 30에 18살 연기해도 찰떡인 진영스,크리스마스 캐럴
이도현,3.0,진영  배우를 다시 보다,크리스마스 캐럴
maru,3.0,첫 등장부터 이 새끼가 범인같은데 싶었던 놈이 찐 범인이었다 걍 눈빛이 쎄했어 처음부터...스포일러가 있어요!! 보기,크리스마스 캐럴
20151031,3.0,보다 딴짓해도 될 정도23.04,크리스마스 캐럴
Lucy,2.5,안보여줘도 될것도 보여줘서 힘들게 봤다.,크리스마스 캐럴
덜컹거리다,2.0,뭐가 이렇게 다 어설픈가요?  별점 두개중에 하나는 미모를 포기하고 연기한 진영에게 주는거고 나머지 하나는 그냥 애쓴 배우들 몫이다,크리스마스 캐럴
ㅎ.ㅎ,3.0,연기에는 빈 틈이 없다 그렇지만 그것이 전부다,크리스마스 캐럴
박선희,2.0,기분이 ㅈ같음,크리스마스 캐럴
유령,3.5,진영이란배우를 다시보게되는영화,크리스마스 캐럴
최혜원,2.0,집중을 하려해도 계속해서 느슨해지는 전개,크리스마스 캐럴
마니아#,1.5,으아 설명좀 간결하게좀해 !,크리스마스 캐럴
solamami,3.0,반전이네..,크리스마스 캐럴
Uebermensch,2.0,"유치한 대사, 일관성없는 플래쉬백, 스릴없는 스릴러 장르의 차용, 촌스러운 편집, 어정쩡한 액션, 완성도가 처참할 정도지만 주연배우의 호연에 별 하나 추가.",크리스마스 캐럴
Alexander Seo,1.5,뭐가 이해되는 캐릭터가 하나도 엄노.. 그냥 줘패기만 하면 다인줄 아나,크리스마스 캐럴
Tim,2.5,"영화의 연출, 만듦새가 얼마나 중요한지 깨닫게 되는.",크리스마스 캐럴
주시도레미파,1.5,영화는 오디오북이 아니다,크리스마스 캐럴
장군,2.5,#netflix주연과 조연들의 연기는 흠잡을데가 없다.월우가 구슬프게 부르던 캐롤이 한동안 이명처럼 들릴 것 같은 느낌. 창 밖을 보라.. 창 밖을 보라..스포일러가 있어요!! 보기,크리스마스 캐럴
💨💨,0.5,이 극본이니까 캐스팅이 힘들었지.. 이런 영화만 만들어온 감독도 참 자기객관화 안된다.. 이런 사람도 열심히 사는데 나도 열심히 살아야지 화이팅!,크리스마스 캐럴
될니연,2.0,이거 보고 잤더니 이상한 악몽만 꿈,크리스마스 캐럴
more930607,2.0,연기는 너무 좋았으나 너무 넘치는 영화,크리스마스 캐럴
머니게임,0.5,기분만 더러워짐...손환 역 배우 눈빛이 마음에 듦,크리스마스 캐럴
김형락,0.5,영화에 나온 무수한 욕들을 감독님께 받칩니다^^전 폭력은 안쓸게요창밖을 보니 한국 영화의 겨울이 혹독히 왔네요,크리스마스 캐럴
띠나💖,3.0,내 마음도 폭력에 으스러진다,크리스마스 캐럴
심야할인,2.0,늘어지는 와중에 좋은 배우는 건졌다.,크리스마스 캐럴
JK,0.5,1점도 아깝다,크리스마스 캐럴
SJ,1.0,뭘 말하려던걸까,크리스마스 캐럴
Sung min,3.0,넷플릭스랑 왓챠 열혈 구독자인데이 영화를 넷플릭스 통해서 우연히 봤습니다. 이유는 이 영화가 왓챠에는 있는지도 몰랐네요; 왓챠에 있었으면 당연히 독립영화의 천국인 왓챠를 통해서 봤을겁니다. 넷플릭스는 보고싶은 영화나 배우를 검색할 필요없이 전반적인 시청율 수준이 어떤지는 몰라도 알고리즘 마케팅이 뛰어난것 같아요..뭐 대단한 영화도 아니고 넷플자체 제작 영화도 아닌데 각각의 플랫폼에서 왜 넷플에서 시청율이 많은지 왓챠가 이런부분을  벤치마킹 해야 될것같아요. 여하튼 영화는 색다른 소재에 숨은 걸작인줄 알고 몰입하면서 보다가 목욕탕씬 이후부터 개연성은 달나라로 가고 역시나 용두사미로 끝나네요 ~,크리스마스 캐럴
Kimsangwon,3.0,쿼드라킬..알고보니 펜타킬,크리스마스 캐럴
김동현,2.0,똥꼬,크리스마스 캐럴
MJ,4.0,바비 때문에 겨우 봤다. 복수를 위해 감옥에 들어간 또다른 이야기 <Brawl in Cell Block 99 (2017)>가 생각난다.,크리스마스 캐럴
파랑새,3.0,월우 연기 잘 한다,크리스마스 캐럴
김인수,1.5,이게 모야... 싶은데...피니쉬가 경쾌하다 ㅋㅋㅋㅋ왜들 화가많앙~더럽게노네..마지막까지 더럽넹 ㅎ싼타가 꽂아버리는구나,크리스마스 캐럴
김이수,0.5,아 요즘 디즈니도 더러운 pc에 동성때문에 @같아서 짜증나는데 한국 영화에도 이렇게 재수없고 기분 더러운 영화가 나오네,크리스마스 캐럴
대연뎨녈,5.0,끊임없는 분노와 눈물보다 더 분개하게 만들었던 것은 스스로 회개를 하여 죄가 씻겼음을 믿는 태도. 그 많은 붉은 십자가도 구원해주지 못한 사회의 약자의 슬픔.많은 것을 생각하고 눈물흘리고 분노케한 영화.+ 주인공의 연기가 참으로 빛났다,크리스마스 캐럴
YNWA,1.5,요즘은 목욕탕에서 빤쓰 입나요?이스턴 프라미스 흉내 내고 싶었나부네...,크리스마스 캐럴
𝐩𝐢𝐜𝐧𝐢𝐜𝐤𝐞𝐫,1.0,별 하나는 진영님의 것 🥹,크리스마스 캐럴
서정원,2.0,처음부터 끝까지 불쾌하다그런데 느껴지는 바도 없다권성징악도 아니고 느와르같이 양쪽이 대립하는 느낌도 아니고 뭔지를 모르겠다.,크리스마스 캐럴
헐리우드영화인생29년,2.5,모든 영화가 다 유쾌한 것 은 아니다,크리스마스 캐럴
castiel,2.5,연필로 복지란 글자를 힘껏 쓰다 심이 부러짐,크리스마스 캐럴
pipaksea,3.0,기-승-전-똥꼬스포일러가 있어요!! 보기,크리스마스 캐럴
지구별여행자,2.0,좋은 연기.허술한 시간 분배와 지루한 전개.,크리스마스 캐럴
시현,0.5,나도 이렇게 되고 싶지 않았어,크리스마스 캐럴
점심,1.0,진영오빠에게..빠혐하지마세요22.12스포일러가 있어요!! 보기,크리스마스 캐럴
영준,3.0,﻿크리스마스나 연말도 모두 잊게하는 지옥같은 현실,크리스마스 캐럴
No Mad,2.5,"캐릭터 설정이 약하고,요령없이 장황하다.2022.12.25.130",크리스마스 캐럴
나프탈란자,2.5,약한 영웅과 비슷한 내용 일거라 생각하고 봤는데 완전 x 밟은 기분.시작부터 강렬해서 꽤 괜찮네 싶어서 원작이 웹툰인가 하고 찾아보다가 소설이길래 장바구니에 넣어 놨다가 러닝타임 한 시간쯤 지났을때 장바구니에서 삭제했다.쓸데없이 길고 설명은 장황 하고 액션은 부실하고 결말은 그냥 x.복수를 위해 지옥에 제 발로 들어간 주인공의 이야기를 하는 중에 이런 결말을 싸버리면 연출로서 방임 행위 아닌가 싶을 정도.배우들 연기는 기대 이상으로 괜찮았기에 (배우의 연기를 뽑아내는 것도 연출자의 실력이니까) 무작정 욕하고 싶진 않은데 진짜 지금의 결말은 예술이건 상업이건 그 어느 쪽도 만족 시키지 못한다.마지막 20분은 내가 제작자였으면 편집권 뺏고 싶을 정도.,크리스마스 캐럴
timidator,2.5,살기 힘든 세상,크리스마스 캐럴
Elle,2.0,시작부터 범인이 너무 범인이어서…,크리스마스 캐럴
박태준,1.0,의식의 흐름대로 아무렇게나 써내려가 본 습작,크리스마스 캐럴
mmmmm,2.5,2022.12.23,크리스마스 캐럴
람보,5.0,"“일우야, 메리크리스마스”월우야 너도 메리크리스마스..",크리스마스 캐럴
김상윤,2.0,"복수극의 필요 요소와 분노 포인트도 있고 반전도 있지만, 이를 풀어나가는 방식이 칙칙하다. 옛날 깡패 영화에서의 목욕탕씬이라던지 전반적인 의상과 분위기, 대사도 그때의 그 상황에 멈춘 느낌이다.",크리스마스 캐럴
ㅇ_O,2.5,영화 시작과 동시에 냅다 시작된 복수극이 중간 힘을 잃는다 일우의 분노도 잠깐 힘을 잃었다가 다시 살아나고 마는데 결국엔 반전으로 끝맺음되는 점이 아쉽다. 전환되는 흐름이 매끄럽지 못했다고 생각함. 무엇을 위해 자극적이고 잔인한 연출을 의도했을까 하는 의문도 들고. 아쉬운 구석이 있는 각본을 배우가 연기력으로 끌고갔다.스포일러가 있어요!! 보기,크리스마스 캐럴
박보경,4.5,진영 역시나 연기 잘하고...!중간까지 이해되지 않았던상담교사의 행동이 엄청난 반전과 이야기를 가져와갑자기 흥미로워졌다😋스포일러가 있어요!! 보기,크리스마스 캐럴
w@,2.5,영화에선 편집도 정말 중요한데 여기선 잘라야할부분도 아까워서 남겼다는 생각밖에 안들었다.친절한 설명이 오히려 독이 되었고 개인적으로 1시간 30분정도 였다면 이렇게 지루하진 않았을듯.,크리스마스 캐럴
김래선,4.0,폭력을 가하는 자와 폭력을 당하는 자를 둘러싼 사회적 모순. 폭력 그 자체보다. 폭력의 이미지를 잘 다룬영화. 더불어 폭력적인 세상에 크리스마스 캐럴의 환타지가 어쩌면 위로가 될지 모르겠다. 진영의 연기는 훌륭하고 진지했으며. 모든 배우들의 연기조화가 굿~^^,크리스마스 캐럴
